experiment,func,params,run,term,weight
coopG1S1,isaaclab.envs.mdp.rewards:joint_acc_l2,{},2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,joint_acc,-2.5e-07
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:action_rate_l2_clipped,"{""max_penalty"": 100.0}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,action_rate,-0.05
coopG1S1,isaaclab.envs.mdp.rewards:joint_pos_limits,{},2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,dof_pos_limits,-5.0
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:energy,{},2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,energy,-2e-05
coopG1S1,isaaclab.envs.mdp.rewards:joint_deviation_l1,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": null, ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": ""waist_yaw_joint"", ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,joint_deviation_waists,-1.0
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:body_body_yaw_alignment_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""reference_asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""pelvis"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""std"": 0.3}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,torso_pelvis_yaw_alignment,3.0
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:BipedalGaitReward,"{""foot_height_tar"": 0.1, ""left_asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""left_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""left_sensor_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""left_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""contact_forces"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""right_asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""right_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""right_sensor_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""right_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""contact_forces"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,gait,1.0
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:BipedalGaitEnsureReward,"{""left_sensor_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""left_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""contact_forces"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""right_sensor_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""right_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""contact_forces"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,gait_ensure,1.0
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:feet_yaw_alignment_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": "".*_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""reference_asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""pelvis"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""std"": 0.5}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,feet_orientation,0.5
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:joint_target_l1,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": null, ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": ["".*_shoulder_.*_joint"", "".*_elbow_joint"", "".*_wrist_.*_joint""], ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""targets"": {""left_elbow_joint"": 0.7, ""left_shoulder_pitch_joint"": -0.6, ""left_shoulder_roll_joint"": 0.35, ""left_shoulder_yaw_joint"": 0.0, ""left_wrist_pitch_joint"": 0.0, ""left_wrist_roll_joint"": -1.0, ""left_wrist_yaw_joint"": 0.0, ""right_elbow_joint"": 0.7, ""right_shoulder_pitch_joint"": -0.6, ""right_shoulder_roll_joint"": -0.35, ""right_shoulder_yaw_joint"": 0.0, ""right_wrist_pitch_joint"": 0.0, ""right_wrist_roll_joint"": 1.0, ""right_wrist_yaw_joint"": 0.0}}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,arm_target_pose,-0.15
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:body_body_rel_pos_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": [""left_rubber_hand"", ""right_rubber_hand""], ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": true}, ""reference_asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""std"": 0.1, ""target_positions"": [[0.350404, 0.220756, 0.086077], [0.350387, -0.220792, 0.086075]]}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,hand_payload_pose,2.0
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:body_inside_box_penalty,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": [""left_rubber_hand"", ""right_rubber_hand"", ""left_wrist_yaw_link"", ""right_wrist_yaw_link"", ""left_wrist_pitch_link"", ""right_wrist_pitch_link"", ""left_elbow_link"", ""right_elbow_link""], ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""box_center"": [0.3, 0.0, 0.23], ""box_half_size"": [0.09, 0.275, 0.08], ""margin"": 0.0, ""reference_asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,upper_body_box_overlap,-0.1
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:biped_distance_y_l2,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": "".*_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": true}, ""command_name"": ""base_velocity"", ""max_distance"": 0.27, ""min_distance"": 0.21, ""velocity_threshold"": 0.1}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,feet_distance_y,-30.0
coopG1S1,isaaclab_tasks.manager_based.locomotion.velocity.mdp.rewards:feet_air_time_positive_biped,"{""command_name"": ""base_velocity"", ""sensor_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": "".*_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""contact_forces"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""threshold"": 0.4}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,feet_air_time,1.0
coopG1S1,isaaclab_tasks.manager_based.locomotion.velocity.mdp.rewards:feet_slide,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": "".*_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""sensor_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": "".*_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""contact_forces"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,feet_slide,-0.2
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:foot_acc_l2,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": "".*_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,foot_acc,-1e-05
coopG1S1,isaaclab_tasks.manager_based.locomotion.velocity.mdp.rewards:track_lin_vel_xy_yaw_frame_exp,"{""command_name"": ""base_velocity"", ""std"": 0.35}",2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,track_lin_vel_xy,5.0
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:track_ang_vel_z_body_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""command_name"": ""base_velocity"", ""std"": 0.5}",2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,track_ang_vel_z,1.5
coopG1S1,isaaclab.envs.mdp.rewards:is_alive,{},2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,alive,1.0
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:body_lin_vel_z_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 2.0}",2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,torso_lin_vel,0.2
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:body_ang_vel_xy_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 1.0}",2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,torso_ang_vel,0.2
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:body_upright_bonus_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 4.0}",2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,upright_torso,0.25
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:body_height_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 10.0, ""target_height"": 0.82}",2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,torso_height,1.0
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:body_ang_vel_xy_body_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""pelvis"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 1.0}",2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,pelvis_ang_vel,0.2
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:body_upright_bonus_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""pelvis"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 4.0}",2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,upright_pelvis,0.2
coopG1S1,isaaclab.envs.mdp.rewards:joint_vel_l2,{},2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,joint_vel,-0.001
coopG1S1,isaaclab.envs.mdp.rewards:joint_acc_l2,{},2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,joint_acc,-2.5e-07
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:action_rate_l2_clipped,"{""max_penalty"": 100.0}",2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,action_rate,-0.05
coopG1S1,isaaclab.envs.mdp.rewards:joint_pos_limits,{},2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,dof_pos_limits,-5.0
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:energy,{},2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,energy,-2e-05
coopG1S1,isaaclab.envs.mdp.rewards:joint_deviation_l1,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": null, ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": ""waist_yaw_joint"", ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}}",2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,joint_deviation_waists,-1.0
coopG1S1,isaaclab_nhb.tasks.mdp_nhb.rewards:body_body_yaw_alignment_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""reference_asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""pelvis"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""std"": 0.3}",2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,torso_pelvis_yaw_alignment,3.0
